0.356753675,0.461867629,0.513783314,0.167598555,0.194026646,0.252721064,0.124542485,0.194969324,0.101608152,0.002520924
0.411727849,0.491545382,0.572440033,0.18473558,0.0177168,0.013154368,0.102236661,0.078296755,0.029745189,0.005747706
0.436542922,0.49938403,0.569467851,0,0,0,0.038821785,0.032358998,0.010373838,0.008772815
0.011806167,0.808113125,0.085427098,0.334871561,0.039221417,0.070962075,0.149748529,0.061738763,0.011922166,0.00100837
0.266174667,0.620033634,0.420582288,0.308015758,0.035605542,0.01010338,0.04864453,0.106419628,0.034873286,0.001613391
0.480814672,0.456942075,0.639919729,0.119392738,0.060887426,0,0.026753648,0.087772216,0.151243611,0.039830594
0.050491732,0.713924575,0.210631759,0.038507838,0.039822937,0,0.365317899,0.003263466,0.002936812,0.010184532
0.261085535,0.619149966,0.327436633,0.31547412,0.092205068,0.126784285,0.07168558,0.027632086,0.004583342,0.000403348
0.021302187,0.698116627,0.203427027,0.343868616,0.245526668,0.39906498,0.053659324,0.25854709,0.144624279,0.009781184
0.282325709,0.614430171,0.376922593,0.373186941,0.061053496,0.013820012,0.090750491,0.079494976,0.037211971,0.002823435
0.054098246,0.812958367,0.114694538,0,0.053008258,0,0.088348665,0.098059729,0.035755852,0.001210043
0.217093362,0.475235535,0.309416659,0.312137948,0.163339,0.263675379,0.619621613,0.068304855,0.052056488,0.016638097
0.034320638,0.718299024,0.222308859,0.025764667,0.18928,0.244828046,0.087046101,0.03658754,0.016858766,0.002823435
0.249942189,0.580711664,0.454054453,0,0.152231605,0.118459139,0.061313973,0.010789218,0.000284049,0.000605022
0.028501889,0.732775927,0.173806636,0.324182642,0.104115811,0.298890555,0.065110111,0.036584675,0.010866963,0
0.019832705,0.835915629,0.067683986,0.17042783,0.195241969,0.051224634,0.045789225,0.049220125,0.011987692,0.000605022
0.099530511,0.696363658,0.253330697,0,0.195146568,0,0.265395868,0.031794912,0.010315736,0.000201674
0.102917466,0.541885259,0.321046089,0.100577172,0.253587588,0.542011204,0.24896015,0.12859579,0.330120539,0.109105584
0.083835772,0.769470082,0.106677296,0,0.068556475,0,0.099647569,0.019152401,0.007963281,0.000705859
0.033661809,0.550470251,0.242810905,0,0.491321266,0.286587982,0.662528805,0.078101305,0.099818648,0.040435617
0.811944961,0.187094359,0.755053582,0.353401569,0.066334379,0.007652145,0.37543787,0.024674862,0.022132367,0.020873248
0.021404456,0.543276367,0.350055255,0,0.193705168,0.801216924,0.098810787,0.111505565,0.077639064,0.038923062
0.146317925,0.54830169,0.363193495,0.513314502,0.140540991,0.515861312,0.114731506,0.104856322,0.200081046,0.020873248
0.059567556,0.669152641,0.230872556,0.650397159,0.02964432,0.279287906,0.214277803,0.038051089,0.010371991,0.000403348
0.255315145,0.584044195,0.489483195,0,0.098481491,0.042287751,0.077385107,0.153409729,0.1093025,0.012201271
0.119487285,0.526102197,0.383911313,0.31549654,0.37377114,0.602947657,0.106088397,0.076399151,0.721541504,0.113945752
0.206550971,0.514501739,0.389802076,0.262535772,0.092226123,0.023458178,0.608901291,0.08885719,0.087498121,0.013411314
0.184533312,0.66694302,0.374072049,0,0.119001919,0.003767151,0.060832118,0.108025787,0.141022612,0.035696281
0.388242233,0.532486957,0.444971312,0,0.086550685,0.102806988,0.05621635,0.076833387,0.029807812,0.000403348
0.217996918,0.54919271,0.300355615,0,0.130302886,0.475730848,0.034909531,0.026086068,0.011627101,0.000403348
0.341087305,0.49890566,0.602074679,0,0,0,0.174740785,0.020183453,0.021730005,0.00826863
0.179563791,0.541355306,0.354418289,0,0.237312196,0.504175643,0.103640168,0.059821799,0.165936267,0.052838562
0.196961035,0.525805379,0.35430578,0.18125827,0.103406272,0.01551548,0.635626808,0.002599696,0.008521137,0.016940607
0.542219995,0.411583519,0.539440748,0,0.027778837,0.102054846,0.062517088,0.018726032,0.023929946,0.00231925
0.05125877,0.703400309,0.156968177,0.306306907,0.423504186,0.141106498,0.278133598,0.010278994,0.034453177,0.006352728
0.015830991,0.609270692,0.195644907,0,0.702828469,0.604122876,0.17876822,0.171373933,0.069226219,0.005344358
0.053399803,0.591241132,0.309206296,0.645511142,0.232309869,0.593209227,0.08891027,0.402554976,0.409832376,0.051729355
0.039894849,0.609486179,0.296780652,0.131991847,0.260584189,0.564637671,0.090955776,0.172266694,0.090272199,0.019965716
0.161245905,0.707958799,0.267253229,0,0.11006613,0,0.100781581,0.010967514,0.004293827,0.000302511
